p_val	avg_diff	pct.1	pct.2	p_val_adj	cluster	gene
IER3IP1.13	2.62813922823461e-20	0.0818196774610536	0.252	0.202	5.94747907349492e-16	6	IER3IP1.1
TMEM2303	7.0574605468439e-20	0.125369372716322	0.356	0.298	1.59710332175077e-15	6	TMEM230
SCAND13	1.70223802499666e-19	0.0742955090998717	0.32	0.262	3.85216465056743e-15	6	SCAND1
SON2	3.40666718024161e-19	0.342850193579857	0.479	0.417	7.70928782888677e-15	6	SON
MT-ND23	3.87545718587748e-19	1.65205025695538	0.834	0.911	8.77015961164073e-15	6	MT-ND2
C4orf34	5.41121594557839e-19	0.221082932872455	0.404	0.347	1.22455816848439e-14	6	C4orf3
HNRNPM2	2.84720023226891e-18	0.101040407978389	0.304	0.245	6.44321412562455e-14	6	HNRNPM
PGK13	3.40319943527399e-18	0.0886432669278518	0.348	0.287	7.70144032202504e-14	6	PGK1
SRRM23	7.07406012277555e-18	0.130233428712741	0.273	0.219	1.60085980578411e-13	6	SRRM2
EIF1AX3	8.4417105853994e-18	0.0971941435160799	0.328	0.272	1.91035910547589e-13	6	EIF1AX
PSMB72	9.71769645112115e-18	0.0360878922030581	0.259	0.208	2.19911470688872e-13	6	PSMB7
FAM96B2	1.3500052351632e-17	0.0512034649134834	0.275	0.221	3.05506184717433e-13	6	FAM96B
TMCO13	2.11583464111631e-17	0.0897027555982916	0.333	0.282	4.78813379284622e-13	6	TMCO1
HNRNPK2	4.38342455041969e-17	0.239963411664849	0.498	0.448	9.91968975759975e-13	6	HNRNPK
DDX211	9.47648839387397e-17	0.0793746996414562	0.251	0.195	2.14452932353368e-12	6	DDX21
BZW13	1.62072071861224e-16	0.081097992290617	0.265	0.21	3.6676909862195e-12	6	BZW1
PSMB63	1.76406640182714e-16	0.0255266363780867	0.329	0.278	3.99208226733482e-12	6	PSMB6
MRPL412	1.81895013573483e-16	0.00945988962268057	0.276	0.226	4.11628415716793e-12	6	MRPL41
VAPA3	1.92669565634077e-16	0.157484465883908	0.39	0.338	4.36011227029917e-12	6	VAPA
DDX183	3.04605585941129e-16	0.088152977670333	0.279	0.225	6.89322440984775e-12	6	DDX18
ATP6V1F3	4.65528799387805e-16	0.0923419420825231	0.327	0.27	1.0534916730146e-11	6	ATP6V1F
NDUFAF33	5.08293512891913e-16	0.0878587010326665	0.285	0.235	1.1502682196744e-11	6	NDUFAF3
JUND2	5.48090083307729e-16	0.14904762503626	0.367	0.425	1.24032785852539e-11	6	JUND
PARK72	6.09091952060408e-16	0.0573433811233713	0.384	0.331	1.3783750875127e-11	6	PARK7
EIF3I2	7.20916525844068e-16	0.0308192348219847	0.259	0.21	1.63143409798513e-11	6	EIF3I
EIF52	7.34925480781691e-16	0.0831834676060154	0.322	0.268	1.66313636300897e-11	6	EIF5
NHP2L13	1.08966514164788e-15	0.101540335510931	0.419	0.369	2.46591221554915e-11	6	NHP2L1
MT-ND33	1.65124833002366e-15	0.160787069785028	0.845	0.914	3.73677497084354e-11	6	MT-ND3
COX161	1.96637331104404e-15	0.0236070991719742	0.265	0.217	4.44990280289265e-11	6	COX16
PRDX62	4.32454287118245e-15	0.0629074490568201	0.295	0.248	9.78644051748589e-11	6	PRDX6
PNRC12	5.41712973789496e-15	0.00200656515999642	0.33	0.364	1.22589645968563e-10	6	PNRC1
TERF2IP1	6.6953965147126e-15	0.110112318375212	0.263	0.208	1.51516823127946e-10	6	TERF2IP
GMFG3	6.69583885995337e-15	0.232835855743783	0.367	0.3	1.51526833400745e-10	6	GMFG
BLOC1S12	9.39839029044204e-15	0.0134379201282849	0.282	0.23	2.12685572272703e-10	6	BLOC1S1
SELM2	3.55737250087513e-14	0.106458252456008	0.318	0.265	8.05033396948042e-10	6	SELM
NDUFB8.12	4.18828150599348e-14	0.00331566969105779	0.352	0.301	9.47808104806324e-10	6	NDUFB8.1
LAMTOR42	8.35699528590925e-14	0.0799297766620973	0.387	0.335	1.89118803320126e-09	6	LAMTOR4
POLR2K3	8.77121161532426e-14	0.0639775037506806	0.304	0.256	1.98492518854788e-09	6	POLR2K
CSDE13	1.94872819940152e-13	0.118156876275267	0.314	0.267	4.40997191524563e-09	6	CSDE1
C11orf313	3.4657662268006e-13	0.094677033258543	0.355	0.308	7.84302897124977e-09	6	C11orf31
EIF4B2	5.70840759711767e-13	0.110684584512003	0.283	0.237	1.29181263922773e-08	6	EIF4B
UBE2B3	9.56777569618747e-13	0.11084168324072	0.287	0.239	2.16518764004722e-08	6	UBE2B
C9orf162	2.4038537530262e-12	0.0811199747734903	0.341	0.294	5.4399210430983e-08	6	C9orf16
ATRAID3	2.94228169399342e-12	0.0581867044170926	0.281	0.242	6.65838347350712e-08	6	ATRAID
CCNI2	3.08831460838115e-12	0.0706888614321178	0.412	0.457	6.98885595876654e-08	6	CCNI
MORF4L23	3.35246384208926e-12	0.0537435627146578	0.32	0.277	7.586625674648e-08	6	MORF4L2
DAD13	4.64780511053361e-12	0.0207544790146406	0.42	0.376	1.05179829651376e-07	6	DAD1
PSMA13	4.67144950438115e-12	0.0541283721334894	0.342	0.297	1.05714902284145e-07	6	PSMA1
KRT103	8.69157045036267e-12	0.0901827365402778	0.293	0.253	1.96690239291707e-07	6	KRT10
RPS19BP13	1.04462012965904e-11	0.0417916893535512	0.279	0.239	2.36397535341841e-07	6	RPS19BP1
SAP182	1.21190983217491e-11	0.0790383135348388	0.382	0.339	2.74255195021181e-07	6	SAP18
PSMA2.13	2.16018688149815e-11	0.051040645069646	0.317	0.276	4.8885029128303e-07	6	PSMA2.1
TRA2B	5.22330221804385e-11	0.0510831411004291	0.342	0.378	1.18203329194332e-06	6	TRA2B
GPX44	2.35906775654495e-10	0.140432141080431	0.401	0.364	5.33857033306122e-06	6	GPX4
SRRM12	3.9006080493659e-10	0.0845360989994131	0.289	0.246	8.82707601571503e-06	6	SRRM1
C14orf1663	6.5802715851796e-10	0.0527224982903659	0.328	0.289	1.48911545972614e-05	6	C14orf166
PCNP2	1.21043707703836e-09	0.0790762996775765	0.266	0.225	2.73921910533781e-05	6	PCNP
TRMT1123	4.12757083469241e-09	0.103299578410511	0.433	0.395	9.34069279890893e-05	6	TRMT112
DNAJB63	1.63120770089182e-08	0.106177093149856	0.291	0.244	0.00036914230271182	6	DNAJB6
XRCC62	3.69092979495955e-08	0.0429192902188723	0.254	0.217	0.000835257412599345	6	XRCC6
C19orf533	8.8824839419693e-08	0.0839500197198076	0.414	0.38	0.00201010611606765	6	C19orf53
LDHB2	1.07260211170243e-07	0.0927045628521708	0.393	0.358	0.0024272985787826	6	LDHB
HLA-DRB53	3.23908657647927e-07	0.0323901190259962	0.284	0.237	0.0073300529225726	6	HLA-DRB5
CSNK2B3	4.36947849248576e-07	0.0388408051784029	0.265	0.232	0.00988812982849528	6	CSNK2B
SF11	5.63854865696109e-07	0.109867650506046	0.255	0.215	0.012760035610703	6	SF1
PCBP22	1.51353275180791e-06	0.122806132746776	0.365	0.332	0.034251246173413	6	PCBP2
SH3BGRL32	2.06237456967359e-06	0.167165855436595	0.622	0.59	0.0466715365117134	6	SH3BGRL3
C19orf603	2.36661015523212e-06	0.0558473868317042	0.253	0.223	0.0535563878129028	6	C19orf60
HNRNPA32	2.4511614042102e-06	0.0569650144017476	0.377	0.338	0.0554697825772768	6	HNRNPA3
ST132	8.27167101573457e-06	0.0507739174052403	0.311	0.277	0.187187915086073	6	ST13
TMA72	2.19580757029916e-05	0.0509304234058139	0.629	0.627	0.496911253158701	6	TMA7
ARL6IP54	2.67857904269734e-05	0.0771183639961051	0.304	0.267	0.606162437362407	6	ARL6IP5
TCF253	2.75196250801308e-05	0.0702071538472798	0.289	0.26	0.62276911556336	6	TCF25
ISCU3	4.5573127394742e-05	0.0563242752790306	0.286	0.256	1	6	ISCU
RBM252	9.08649321066938e-05	0.0672755719929664	0.253	0.223	1	6	RBM25
DAZAP23	0.000106303434612184	0.118872324914807	0.338	0.304	1	6	DAZAP2
REEP53	0.000119380513407885	0.0291246250607933	0.294	0.272	1	6	REEP5
TRAPPC12	0.000135033505964676	0.0301666669071941	0.305	0.278	1	6	TRAPPC1
KMT2E3	0.000142977928722032	0.132070035520394	0.277	0.239	1	6	KMT2E
COX7A2L3	0.00014407442759776	0.0375060329416655	0.314	0.29	1	6	COX7A2L
BTF32	0.000202226472236612	0.101791806868348	0.622	0.631	1	6	BTF3
SRSF32	0.00021167287175339	0.069360866912843	0.473	0.447	1	6	SRSF3
HNRNPF1	0.00024736925873688	0.0270155694736141	0.326	0.293	1	6	HNRNPF
PET1003	0.000384419095025062	0.00965322208049435	0.309	0.289	1	6	PET100
TBCA2	0.000771746030044146	0.0145223549223135	0.375	0.35	1	6	TBCA
ARF12	0.00167742901168527	0.0175344704917252	0.309	0.287	1	6	ARF1
PPP1CB3	0.00194018584259882	0.0388735083094301	0.294	0.268	1	6	PPP1CB
UBE2D23	0.00239816379639602	0.00118102371056888	0.261	0.274	1	6	UBE2D2
UBE2D33	0.00268219376949596	0.158787591591961	0.468	0.45	1	6	UBE2D3
PAIP23	0.00889104088048542	0.0552172137324081	0.264	0.241	1	6	PAIP2
TPSAB1	0	71.6162081710388	0.991	0.028	0	7	TPSAB1
FTH13	0	7.03529968204105	0.986	0.895	0	7	FTH1
SRGN3	0	6.28687944723985	0.932	0.569	0	7	SRGN
CPA3	0	6.14407488286893	0.892	0.006	0	7	CPA3
RGS11	0	3.38869375218598	0.83	0.447	0	7	RGS1
ANXA15	0	2.99131911162936	0.777	0.158	0	7	ANXA1
VIM4	0	2.77841118009214	0.795	0.39	0	7	VIM
NFKBIA2	0	2.01091294543745	0.747	0.439	0	7	NFKBIA
HPGDS	0	1.94389573383428	0.683	0.003	0	7	HPGDS
LMNA3	0	1.82398779620191	0.58	0.229	0	7	LMNA
S100A43	0	1.70673041052781	0.781	0.334	0	7	S100A4
CD94	0	1.70467192986398	0.724	0.147	0	7	CD9
ALOX5AP2	0	1.67575633653503	0.712	0.137	0	7	ALOX5AP
SAMSN12	0	1.54929756616838	0.647	0.156	0	7	SAMSN1
LAPTM4A3	0	1.37247768242139	0.775	0.394	0	7	LAPTM4A
LTC4S	0	1.32819831025074	0.572	0.016	0	7	LTC4S
GATA2	0	1.28665978851045	0.576	0.005	0	7	GATA2
CLU1	0	1.27053483772056	0.613	0.098	0	7	CLU
FCER1G1	0	1.23104812003541	0.657	0.065	0	7	FCER1G
GLUL4	0	1.18030872564555	0.532	0.13	0	7	GLUL
ID24	0	1.03396204994028	0.48	0.209	0	7	ID2
TYROBP1	0	0.985857471440679	0.613	0.073	0	7	TYROBP
CAPG2	0	0.969185527646663	0.568	0.155	0	7	CAPG
TUBA1A2	0	0.944740248489896	0.378	0.162	0	7	TUBA1A
RGS13	0	0.886471098510988	0.469	0.019	0	7	RGS13
HPGD1	0	0.832207324588602	0.377	0.059	0	7	HPGD
FOSB2	0	0.824707605256019	0.639	0.411	0	7	FOSB
VWA5A	0	0.767520685888859	0.458	0.022	0	7	VWA5A
SLC18A2	0	0.739333626394659	0.451	0.003	0	7	SLC18A2
KIT	0	0.730204217672163	0.451	0.004	0	7	KIT
TSC22D13	0	0.702961951516982	0.413	0.122	0	7	TSC22D1
CD634	0	0.695394627087298	0.82	0.483	0	7	CD63
CD442	0	0.636023458811379	0.605	0.358	0	7	CD44
SDCBP5	0	0.578187716204753	0.53	0.309	0	7	SDCBP
PTGS21	0	0.564521059112673	0.263	0.024	0	7	PTGS2
NSMCE11	0	0.529171414323061	0.338	0.111	0	7	NSMCE1
GPR65	0	0.513331173313929	0.336	0.074	0	7	GPR65
DUSP61	0	0.484522930105404	0.315	0.061	0	7	DUSP6
FOXP12	0	0.443108068288471	0.402	0.171	0	7	FOXP1
RP11-354E11.2	0	0.442857272101728	0.322	0.001	0	7	RP11-354E11.2
MAOB	0	0.440780775853208	0.328	0.019	0	7	MAOB
PLIN21	0	0.412071885949199	0.302	0.083	0	7	PLIN2
CKLF2	0	0.407651656367138	0.474	0.237	0	7	CKLF
IL1RL1	0	0.402280083305816	0.293	0.003	0	7	IL1RL1
NFKBIZ1	0	0.385610233952687	0.349	0.138	0	7	NFKBIZ
SGK12	0	0.372532747092234	0.264	0.088	0	7	SGK1
ACSL4	0	0.357624782130336	0.27	0.034	0	7	ACSL4
CTSD2	0	0.341045126373011	0.441	0.218	0	7	CTSD
C1orf186	0	0.33428878241027	0.263	0.013	0	7	C1orf186
LMO43	0	0.329664730416216	0.386	0.19	0	7	LMO4
TNFSF102	0	0.313746037327095	0.272	0.072	0	7	TNFSF10
LAT1	0	0.269550931700462	0.267	0.071	0	7	LAT
STMN12	0	0.163846175044449	0.356	0.117	0	7	STMN1
WASH4P	4.87267760670222e-296	0.263609336039042	0.269	0.101	1.10268694239671e-291	7	WASH4P
ITM2B4	3.25196962129958e-291	0.116040794674427	0.693	0.523	7.35920725300095e-287	7	ITM2B
CD693	2.38998378464307e-289	1.80372272801993	0.705	0.462	5.40853330464726e-285	7	CD69
RGS22	1.95064061521035e-281	0.545491046323813	0.465	0.246	4.41429971222102e-277	7	RGS2
RGS102	5.007829754924e-271	0.258758132831181	0.299	0.122	1.1332718735393e-266	7	RGS10
GADD45B4	2.66332394376609e-250	0.699306197485751	0.444	0.256	6.02710208474267e-246	7	GADD45B
FXYD52	2.91421726352862e-246	0.452984230013756	0.56	0.382	6.59487366736527e-242	7	FXYD5
NR4A23	3.0828744774377e-242	0.628870346311205	0.452	0.247	6.97654494244151e-238	7	NR4A2
SH3BGRL33	1.02413304865993e-226	0.228384746952613	0.712	0.588	2.31761308911742e-222	7	SH3BGRL3
MIR24-21	1.04250593948898e-225	0.260565411683856	0.325	0.153	2.35919094106356e-221	7	MIR24-2
HES13	3.99380235323198e-215	0.289864887649194	0.256	0.11	9.03797472536397e-211	7	HES1
ASAH14	7.40092987743978e-214	0.245003877831084	0.35	0.189	1.67483043126462e-209	7	ASAH1
MYADM1	9.60624007858117e-209	0.331175181651568	0.315	0.152	2.17389212978292e-204	7	MYADM
JUNB2	1.86756047585283e-204	0.190220429631703	0.773	0.694	4.22628935685496e-200	7	JUNB
GPX14	5.69419145361523e-180	0.0844899366464636	0.516	0.369	1.28859552595313e-175	7	GPX1
DDIT42	1.15623391963409e-166	0.224770767609069	0.394	0.237	2.61655736013194e-162	7	DDIT4
BIRC31	7.12749798300345e-160	0.601145277600897	0.396	0.244	1.61295279355368e-155	7	BIRC3
ATP6V1F4	5.14050445504858e-157	0.211252663132484	0.408	0.269	1.16329615817749e-152	7	ATP6V1F
EMP33	5.4247653570563e-144	0.226322202333157	0.503	0.363	1.22762440030184e-139	7	EMP3
LAPTM53	2.20376039791334e-135	0.436077551525929	0.501	0.314	4.98710978047788e-131	7	LAPTM5
ARHGDIB2	5.10342556704218e-122	0.389716252674977	0.552	0.414	1.15490520582164e-117	7	ARHGDIB
ELF12	1.09322658727712e-119	0.242908210816561	0.373	0.236	2.47397176700813e-115	7	ELF1
SLC2A33	4.18897134076266e-110	0.228420879913668	0.33	0.191	9.47964214414591e-106	7	SLC2A3
ANKRD281	1.96310235832074e-109	0.077572653871786	0.33	0.209	4.44250063687984e-105	7	ANKRD28
SELK2	6.85890563969947e-107	0.183117480378852	0.519	0.444	1.55217034626399e-102	7	SELK
NFE2L23	1.93602660183192e-100	0.154815056983043	0.279	0.173	4.38122819994564e-96	7	NFE2L2
ITM2A2	4.51022308685453e-96	0.140019252569496	0.299	0.183	1.02066348455518e-91	7	ITM2A
CAMLG3	2.71002056447627e-84	0.144811877751329	0.257	0.161	6.13277653740981e-80	7	CAMLG
RAC22	3.9414455796445e-82	0.238135436554216	0.384	0.272	8.9194913467355e-78	7	RAC2
NR4A13	8.06370638571498e-77	0.180211719718824	0.351	0.248	1.8248167550873e-72	7	NR4A1
ZFP364	2.22626169304865e-74	0.00482924705140042	0.56	0.503	5.03803021136909e-70	7	ZFP36
ARL6IP55	6.45599126728744e-73	0.165241027948873	0.363	0.265	1.46099082378715e-68	7	ARL6IP5
GPX45	7.58573048095718e-71	0.123057304285172	0.431	0.363	1.71665080784061e-66	7	GPX4
REL2	1.8752912305917e-62	0.228015637990199	0.292	0.19	4.24378405482901e-58	7	REL
DRAP13	2.50393287778274e-61	0.10808488822589	0.316	0.233	5.66640010242234e-57	7	DRAP1
TNFAIP32	1.22636325284178e-55	0.149281707641889	0.256	0.17	2.77526004118094e-51	7	TNFAIP3
CREM1	3.47840999223068e-51	0.225137085011832	0.28	0.191	7.87164181241804e-47	7	CREM
BST23	2.7252350310832e-50	0.0317809473197468	0.322	0.253	6.16720687534129e-46	7	BST2
CNIH12	4.36785535955335e-42	0.0692972279732464	0.254	0.191	9.88445667866924e-38	7	CNIH1
JUND3	8.58558858306396e-41	0.0183003021806258	0.458	0.423	1.94291869634738e-36	7	JUND
VAPA4	3.35094737920378e-40	0.029623577583143	0.381	0.338	7.58319391913816e-36	7	VAPA
IFITM23	1.82444632610503e-35	0.0367082783642849	0.356	0.271	4.12872203597568e-31	7	IFITM2
CLK12	1.09123397112686e-28	0.0932053832917511	0.311	0.26	2.46946247666009e-24	7	CLK1
CD371	5.42224646538288e-24	0.111389090816845	0.427	0.338	1.22705437511614e-19	7	CD37
RBMX2	6.39757677328593e-24	0.0381995171915842	0.297	0.254	1.44777162379461e-19	7	RBMX
CD832	4.62450777644377e-19	0.0536924635033342	0.299	0.222	1.04652610980922e-14	7	CD83
SH3BGRL5	2.84961138305731e-13	0.0212854850261789	0.294	0.267	6.44867055985869e-09	7	SH3BGRL
RHOH3	9.74134760140498e-11	0.0330850591125249	0.27	0.229	2.20446696219795e-06	7	RHOH
DNAJB64	2.43026008171078e-09	0.0346031971618556	0.266	0.244	5.49967856491151e-05	7	DNAJB6
MT2A3	0.00028475321818402	0.846666002676467	0.329	0.337	1	7	MT2A
ACTB3	0	35.3116035156119	0.992	0.922	0	8	ACTB
TMSB4X4	0	29.5155270613729	0.992	0.976	0	8	TMSB4X
PTMA3	0	16.5705654993573	0.991	0.961	0	8	PTMA
GAPDH3	0	10.390311990363	0.953	0.714	0	8	GAPDH
PFN13	0	8.19358622917428	0.952	0.75	0	8	PFN1
ACTG13	0	7.55368329433828	0.909	0.618	0	8	ACTG1
RPL281	0	7.09397105766707	0.976	0.956	0	8	RPL28
HMGB13	0	6.97027017629654	0.882	0.599	0	8	HMGB1
TUBA1B4	0	6.92481498845851	0.672	0.359	0	8	TUBA1B
HMGN21	0	5.74528010265084	0.781	0.399	0	8	HMGN2
CFL14	0	5.47834495707553	0.904	0.672	0	8	CFL1
H3F3A4	0	4.8153649870004	0.912	0.723	0	8	H3F3A
CORO1A3	0	4.81018477600088	0.81	0.348	0	8	CORO1A
H2AFZ1	0	4.56400827308354	0.704	0.394	0	8	H2AFZ
HMGB21	0	4.56138592095257	0.598	0.15	0	8	HMGB2
TUBB3	0	4.53270559891248	0.673	0.281	0	8	TUBB
STMN13	0	3.95668441820348	0.606	0.113	0	8	STMN1
HMGN11	0	3.86738222408661	0.823	0.443	0	8	HMGN1
ARPC22	0	3.24851037388146	0.79	0.488	0	8	ARPC2
HNRNPA12	0	3.09335181018567	0.835	0.637	0	8	HNRNPA1
NPM11	0	2.97793780830584	0.831	0.631	0	8	NPM1
MS4A11	0	2.95188668029063	0.547	0.175	0	8	MS4A1
ARHGDIB3	0	2.77502607771046	0.734	0.41	0	8	ARHGDIB
SERF23	0	2.74951792688371	0.926	0.802	0	8	SERF2
OAZ13	0	2.7029635495297	0.857	0.708	0	8	OAZ1
PPIA3	0	2.6784681111662	0.799	0.52	0	8	PPIA
ATP5L2	0	2.54208976116182	0.86	0.647	0	8	ATP5L
RAN1	0	2.23117021061817	0.689	0.344	0	8	RAN
CD79B2	0	2.16359618917725	0.546	0.183	0	8	CD79B
LAPTM54	0	1.96104023706602	0.648	0.312	0	8	LAPTM5
SLC25A51	0	1.92355585565174	0.708	0.328	0	8	SLC25A5
PKM3	0	1.87836267870242	0.646	0.293	0	8	PKM
ARPC32	0	1.70436198778329	0.75	0.47	0	8	ARPC3
KIAA01011	0	1.64525183777757	0.474	0.043	0	8	KIAA0101
ANP32B1	0	1.62157742668518	0.613	0.239	0	8	ANP32B
TCL1A	0	1.61716855510417	0.418	0.046	0	8	TCL1A
ARPC1B4	0	1.56658015222653	0.644	0.284	0	8	ARPC1B
RGS131	0	1.55875661476548	0.457	0.02	0	8	RGS13
CD533	0	1.53338047884285	0.583	0.252	0	8	CD53
LIMD22	0	1.50804292671546	0.61	0.2	0	8	LIMD2
ACTR33	0	1.50482981630076	0.674	0.314	0	8	ACTR3
DUT3	0	1.50182981405751	0.471	0.178	0	8	DUT
ENO13	0	1.46545045459338	0.597	0.317	0	8	ENO1
ARPC54	0	1.37862065175209	0.647	0.278	0	8	ARPC5
HLA-DQA12	0	1.37367037325335	0.526	0.244	0	8	HLA-DQA1
PTTG1	0	1.31553435191562	0.462	0.068	0	8	PTTG1
COTL13	0	1.25996370431353	0.463	0.201	0	8	COTL1
VPREB31	0	1.21781034718686	0.439	0.161	0	8	VPREB3
RAC23	0	1.20527151102667	0.565	0.269	0	8	RAC2
UBE2C	0	1.17912067081966	0.318	0.024	0	8	UBE2C
UCP23	0	1.14129509200665	0.56	0.202	0	8	UCP2
HMGA11	0	1.10003443379402	0.492	0.14	0	8	HMGA1
H2AFV1	0	1.03574979306075	0.461	0.175	0	8	H2AFV
PPP1CA1	0	1.03264671375983	0.567	0.289	0	8	PPP1CA
DBI1	0	1.00202060195207	0.623	0.336	0	8	DBI
HLA-DMA3	0	0.983400555875841	0.543	0.277	0	8	HLA-DMA
DEK2	0	0.974226024769899	0.424	0.157	0	8	DEK
METAP23	0	0.966952642877813	0.483	0.17	0	8	METAP2
MARCKSL12	0	0.947456722216863	0.421	0.158	0	8	MARCKSL1
PARP11	0	0.927235897286348	0.499	0.146	0	8	PARP1
RRM2	0	0.925448256214346	0.282	0.018	0	8	RRM2
CKS21	0	0.88134226742608	0.428	0.131	0	8	CKS2
PCNA1	0	0.880571713142942	0.338	0.088	0	8	PCNA
LCP11	0	0.871457300973792	0.465	0.099	0	8	LCP1
GDI23	0	0.86196221031309	0.566	0.288	0	8	GDI2
PSMA43	0	0.849712191806327	0.575	0.302	0	8	PSMA4
KPNA2	0	0.835283983462806	0.32	0.073	0	8	KPNA2
TCEA12	0	0.828547073351833	0.535	0.233	0	8	TCEA1
SNRPD12	0	0.810662699115938	0.504	0.224	0	8	SNRPD1
NUSAP1	0	0.80913762974362	0.322	0.022	0	8	NUSAP1
LRMP	0	0.796940888279724	0.378	0.039	0	8	LRMP
CKS1B1	0	0.780513725287864	0.361	0.08	0	8	CKS1B
CAPZA12	0	0.762744990275538	0.522	0.244	0	8	CAPZA1
CCT83	0	0.733957889825319	0.504	0.237	0	8	CCT8
SYPL13	0	0.725433899453321	0.466	0.209	0	8	SYPL1
RPA31	0	0.717482160602805	0.446	0.177	0	8	RPA3
IRF81	0	0.711295293898601	0.419	0.115	0	8	IRF8
DDX39A1	0	0.68061220369552	0.396	0.121	0	8	DDX39A
TYMS	0	0.671570248304668	0.271	0.023	0	8	TYMS
CBX33	0	0.668949129957849	0.452	0.194	0	8	CBX3
TK1	0	0.660822081595754	0.285	0.034	0	8	TK1
UBE2N2	0	0.652831534625591	0.499	0.225	0	8	UBE2N
CDK1	0	0.644427894289374	0.283	0.019	0	8	CDK1
SMC4	0	0.630228272500297	0.323	0.065	0	8	SMC4
ANP32E	0	0.604429845911576	0.364	0.109	0	8	ANP32E
HLA-DMB	0	0.599451751188358	0.372	0.099	0	8	HLA-DMB
H2AFY3	0	0.598370058974882	0.396	0.162	0	8	H2AFY
DCK	0	0.596631208457927	0.354	0.076	0	8	DCK
NCF11	0	0.594122027982225	0.424	0.174	0	8	NCF1
ARPC42	0	0.591255947400417	0.451	0.183	0	8	ARPC4
FAM49B1	0	0.588550034433794	0.47	0.188	0	8	FAM49B
HN11	0	0.573933842250602	0.438	0.18	0	8	HN1
BASP1	0	0.560895884320398	0.313	0.073	0	8	BASP1
BIRC5	0	0.556154339667506	0.266	0.022	0	8	BIRC5
RGS16	0	0.548607394180577	0.276	0.064	0	8	RGS16
BCAS4	0	0.548556921192598	0.338	0.042	0	8	BCAS4
HCLS1	0	0.547867348014617	0.39	0.129	0	8	HCLS1
MAD2L1	0	0.531554814786567	0.309	0.033	0	8	MAD2L1
MOB1A2	0	0.528252423264234	0.455	0.195	0	8	MOB1A
CD22	0	0.525451396755821	0.309	0.044	0	8	CD22
FCRLA	0	0.507789776640204	0.301	0.061	0	8	FCRLA
SERPINA9	0	0.506701466857193	0.278	0.002	0	8	SERPINA9
MCM7	0	0.501453397729388	0.257	0.046	0	8	MCM7
RBBP41	0	0.488912991298457	0.399	0.157	0	8	RBBP4
CARHSP13	0	0.48850718847511	0.345	0.128	0	8	CARHSP1
NASP1	0	0.483132151741991	0.331	0.106	0	8	NASP
ZWINT	0	0.475361891323806	0.268	0.029	0	8	ZWINT
HMCES	0	0.461278245244884	0.29	0.063	0	8	HMCES
CCDC144A	0	0.461255251994805	0.254	0.027	0	8	CCDC144A
CENPM	0	0.459419269016539	0.291	0.054	0	8	CENPM
BIK1	0	0.451692527530211	0.291	0.093	0	8	BIK
C12orf751	0	0.447933860196553	0.359	0.132	0	8	C12orf75
SLBP	0	0.440447706619588	0.278	0.081	0	8	SLBP
LBR	0	0.437225623229239	0.307	0.066	0	8	LBR
LAT2	0	0.424224230174771	0.297	0.06	0	8	LAT2
SWAP701	0	0.422894323022637	0.284	0.063	0	8	SWAP70
DNMT1	0	0.421172857645985	0.279	0.054	0	8	DNMT1
POU2F2	0	0.420564041248769	0.303	0.091	0	8	POU2F2
DBNL1	0	0.411904222458012	0.376	0.138	0	8	DBNL
PSIP1	0	0.400025236493989	0.276	0.075	0	8	PSIP1
GCHFR	0	0.397975808857673	0.278	0.053	0	8	GCHFR
CD40	0	0.390820870244042	0.278	0.07	0	8	CD40
SNX29P2	0	0.381036961929908	0.265	0.042	0	8	SNX29P2
CD19	0	0.380762052388718	0.289	0.086	0	8	CD19
DAAM1	0	0.378828936949143	0.263	0.051	0	8	DAAM1
GGA2	0	0.360844962683638	0.275	0.051	0	8	GGA2
MTF2	0	0.337931235601178	0.279	0.074	0	8	MTF2
CSK	0	0.335961443123672	0.279	0.077	0	8	CSK
MBD4	0	0.335076483401117	0.308	0.105	0	8	MBD4
FERMT3	0	0.32102390625035	0.266	0.074	0	8	FERMT3
RBBP71	9.73882076782512e-308	0.395733462245083	0.313	0.113	2.20389513975883e-303	8	RBBP7
STX7	1.0539581552696e-307	0.280285587382202	0.26	0.081	2.3851073053751e-303	8	STX7
POLD42	1.74158110501949e-307	0.929791961559772	0.56	0.302	3.94119804065912e-303	8	POLD4
SMARCB12	4.60794672485748e-305	0.532875075989887	0.4	0.168	1.04277834383525e-300	8	SMARCB1
WDR12	5.5666030998288e-304	0.523895819266325	0.381	0.154	1.25972228149126e-299	8	WDR1
SNRNP251	1.028661932146e-302	0.323608235397043	0.271	0.09	2.3278619524464e-298	8	SNRNP25
SRSF33	4.18628315170032e-302	1.62996693458476	0.686	0.443	9.47355877229781e-298	8	SRSF3
PTPRCAP2	2.57243427758807e-298	2.35632482620468	0.712	0.443	5.82141877018181e-294	8	PTPRCAP
LYPLA11	1.22351204249697e-297	0.368424435207265	0.37	0.15	2.76880775217063e-293	8	LYPLA1
SMIM142	3.05584941621653e-295	1.28791340181209	0.448	0.22	6.91538722889802e-291	8	SMIM14
SNRPB1	2.31065194315387e-294	0.896429877316991	0.504	0.248	5.22900534735722e-290	8	SNRPB
RANBP13	1.00253665017624e-291	1.07266910133406	0.471	0.237	2.26874043934884e-287	8	RANBP1
